"Code","CoinName","Algorithm","IsTrading","ProofType","TotalCoinsMined","TotalCoinSupply"
"HNCN","Huncoin","X13",0,"PoW",0,86400000
"MADC","MadCoin","Scrypt",1,"PoW",0,10000000
"PURA","Pura","X11",1,"PoW",175215859,350000000
"INN","Innova","NeoScrypt",1,"PoW",6375259.04,45000000
"BDL","Bitdeal","Scrypt",1,"PoW",0,300000000
"WSC","WiserCoin","Scrypt",0,"PoW",0,22105263
"MSR","Masari","CryptoNight",1,"PoW",0,18500000
"ELLA","Ellaism","Ethash",1,"PoW",12756367,280000000
"SKR","Sakuracoin","Scrypt",1,"PoW",0,105100000
"ISH","Interstellar Holdings","Scrypt",0,"PoS",0,1970000000
"GBX","GoByte","NeoScrypt",1,"PoW",5832306.875,31800000
"CSTL","Castle","Quark",1,"DPoS",0,50000000
"ICC","Insta Cash Coin","SHA-256",0,"PoW",0,300000000
"ALQO","Alqo","Quark",0,"PoW/PoS",65269530.104519,57879300
"KNGN","KingN Coin","Scrypt",0,"PoW/PoS",0,420000
"MAG","Magnet","X11",1,"PoW/PoS",38198594.8342105,144000000
"TAU","Lamden Tau","DPoS",1,"DPoS",288090567.493887,500000000
"ECA","Electra","NIST5",1,"PoW/PoS",28399150208,30000000000
"BCD","Bitcoin Diamond","X13",1,"PoW/PoS",183534024.889807,210000000
"VOT","Votecoin","Equihash",1,"PoW",0,220000000
"XSH","SHIELD","Multiple",1,"PoW",481730566.566176,660000000
"BCO*","BridgeCoin","Scrypt",0,"PoW",0,27000000
"DSR","Desire","NeoScrypt",1,"PoW",0,22000000
"MUT","Mutual Coin","Scrypt",0,"PoW/PoS",0,1000000000
"CNBC","Cash & Back Coin","Scrypt",1,"PoW/PoS",110976977.29338,210000000
"XUN","UltraNote","CryptoNight",1,"PoW",19281821413.4924,85000000000
"MAN","People","Scrypt",1,"PoW",0,7500000000
"ACHN","Achain","DPoS",1,"DPoS",0,1000000000
"NRO","Neuro","SHA-256",0,"PoW/PoS",0,20000000
"SEND","Social Send","Quark",1,"PoW/PoS",0,150000000
"COAL","BitCoal","CryptoNight",1,"PoW",4500000,12500000
"DAXX","DaxxCoin","Ethash",1,"PoW",520891780,10000000000
"BWK","Bulwark","NIST5",1,"PoS",13247178.8807286,27716121
"BOXY","BoxyCoin","Scrypt",0,"PoW",5761512.8103491,100000000
"SBTC","Super Bitcoin","SHA-256",1,"PoW",0,21210000
"KLKS","Kalkulus","Quark",1,"PoS",16955764.902064,20000000
"AC3","AC3","X11",1,"PoW",80316207,550000000
"CHIPS","CHIPS","SHA-256",1,"PoW",0,21000000
"LTHN","Lethean","CryptoNight-V7",1,"PoW",441250233.377,999481516
"GER","GermanCoin","Scrypt",1,"PoW/PoS",4911500269.41,50000000000
"LTCU","LiteCoin Ultra","Scrypt",1,"PoW/PoS",8419402.321,150000000
"STAK","Straks","Lyra2REv2",1,"PoW",0,150000000
"POP","PopularCoin","Scrypt",1,"PoW",3964201248.87125,4999999999
"PNX","PhantomX","X11",1,"PoW/PoS",45174214.1078625,50000000
"HBC","HomeBlockCoin","X11",0,"PoW/PoS",0,28000000
"HTML","HTML Coin","SHA-256",1,"PoW/PoS",0,90000000000
"PHO","Photon","BLAKE256",1,"PoW",30089671530.5228,90000000000
"SUCR","Sucre","X11",1,"PoW",4229040.50393462,19800000
"ACCO","Accolade","Scrypt",0,"PoW/PoS",5573908,50000000
"CPN","CompuCoin","Scrypt",1,"PoW",0,35000000
"XFT","Fantasy Cash","Scrypt",1,"PoW/PoS",0,4600000
"OMGC","OmiseGO Classic","Scrypt",0,"PoW/PoS",49933217.7511508,70000000
"ORE","Galactrum","Lyra2REv2",1,"PoW/PoS",0,26280000
"SPK","SparksPay","NeoScrypt",1,"PoW",7847417.33355824,21000000
"GOA","GoaCoin","NeoScrypt",0,"PoW",3982139.24553469,32000000
"WAGE","Digiwage","Quark",1,"PoS",27299680,120000000
"GUN","GunCoin","NeoScrypt",1,"PoW",299797953,500000000
"POLIS","PolisPay","X11",1,"PoW",0,25000000
"IRL","IrishCoin","Scrypt",1,"PoW",45483049.3398182,64000000
"TROLL","Trollcoin","Scrypt",1,"PoW/PoS",591022748,900000000
"LCP","Litecoin Plus","Scrypt",1,"PoW/PoS",2504486.227718,4000000
"TGCC","TheGCCcoin","X13",1,"PoW/PoS",0,2400000000
"MONK","Monkey Project","X11",1,"PoS",4407252,21000000
"KZC","KZCash","X11",1,"PoW",0,18000000
"WCG","World Crypto Gold","SHA-256",1,"Proof of Stake",0,900000000
"ECC","ECC","Scrypt",0,"PoS",25000000000,25000000000
"STN","Steneum Coin","Scrypt",1,"PoW",0,20000000
"PCOIN","Pioneer Coin","X11",1,"PoW",8478104.33969947,23000000
"UBTC","UnitedBitcoin","SHA-256",1,"PoW",20166000,20166000
"ITZ","Interzone","C11",1,"PoW",11916588.09471,23000000
"XBP","Black Pearl Coin","X13",1,"PoW/PoS",0,50000000
"SGL","Sigil","NeoScrypt",0,"PoW",0,50000000
"OPC","OP Coin","Scrypt",1,"PoW/PoS",0,2000000000
"SHA","Shacoin","SHA-256",1,"PoS",0,350000000
"BTW","BitWhite","DPoS",1,"DPoS",0,60000000
"CROAT","Croat","CryptoNight",1,"PoW",0,100467441
"VAL","Valorbit","Scrypt",1,"PoW/PoS",0,9.223372E+016
"TPAY","TokenPay","POS 3.0",1,"PoS",20445861.5344251,25000000
"CVNG","Crave-NG","SHA-256",1,"PoS",0,1000000000
"MCT","1717 Masonic Commemorative Token","Ethash",1,"PoS",1618033,1618033
"CWIS","Crypto Wisdom Coin","Scrypt",0,"PoW",17630550.2128923,24000000
"MBC","My Big Coin","Scrypt",1,"PoW and PoS",9399342.52839847,30000000
"WOBTC","WorldBTC","Scrypt",0,"PoW/PoS",0,210000000
"TRTL","TurtleCoin","CryptoNight",1,"PoW",53139835213.77,1000000000000
"NDLC","NeedleCoin","X11",0,"PoS/PoW",0,120000000
"MUN","MUNcoin","SkunkHash",1,"PoW",4818338.98949984,16600000
"USX","Unified Society USDEX","Scrypt",1,"PoW/PoS",234846265.782157,232000000
"BCA","Bitcoin Atom","SHA-256",1,"PoW/PoS",0,21000000
"B2X","SegWit2x","X11",1,"PoW/PoS",0,21000000
"NBR","Niobio Cash","CryptoNight",1,"PoW",133932467.774108,336000000
"SCOOBY","Scooby coin","Scrypt",1,"PoW/PoS",0,21000000
"BUN","BunnyCoin","Scrypt",1,"PoW",0,100000000000
"BSR","BitSoar Coin","X11",0,"PoS",3680297312.25584,3980000000
"SKULL","Pirate Blocks","X11",1,"PoW/PoS",0,240000000
"BTCP","Bitcoin Private","Equihash",1,"PoW",0,21000000
"SKC","Skeincoin","Skein",1,"PoW",0,17000000
"KRM","Karma","Groestl",1,"PoS",0,3000000000
"CDY","Bitcoin Candy","Equihash",1,"PoW",0,21000000000
"SSS","ShareChain","Scrypt",1,"PoW",10000000000,10000000000
"CRDNC","Credence Coin","SHA-256",0,"PoW/PoS",3427006,25000000
"TRF","Travelflex","Dagger",1,"PoW",107325266.027783,100000000
"KREDS","KREDS","Lyra2REv2",1,"PoW",643795911.540095,1100000000
"VULC","Vulcano","NIST5",1,"PoS/PoW",0,421126225
"TOKC","Tokyo Coin","X13",1,"PoS",230298925,800000000
"BBP","BiblePay","Proof-of-BibleHash",1,"POBh",1772091549.88818,5200000000
"LCC","LitecoinCash","SHA-256 + Hive",1,"PoW + Hive",638382332.208514,840000000
"FLIP","BitFlip","Scrypt",1,"PoW",12446100.00278,40000000
"LOT","LottoCoin","Scrypt",1,"PoW",14491014421,18406979840
"FUNK","Cypherfunks Coin","Scrypt",1,"PoW",0,49275000000
"LEAF","LeafCoin","Scrypt",1,"PoW",0,21000000000
"BASHC","BashCoin","Skein",0,"PoW/PoS",11661844.4720073,72000000
"DGM","DigiMoney","X11",0,"PoW/PoS",3521630,25000000
"CBS","Cerberus","NeoScrypt",1,"PoW",0,31500000
"BTCH","Bitcoin Hush","Equihash",1,"PoW",0,21000000
"LIZ","Lizus Payment","Skein",0,"PoW/PoS",2985970.9999482,69000000
"CIF","Crypto Improvement Fund","X11",1,"PoW",211297638.500483,500000000
"SPD","Stipend","C11",1,"PoW/PoS",11251342.1879021,19340594
"POA","Poa Network","Proof-of-Authority",1,"PoA",204479039,252460800
"PUSHI","Pushi","X11",1,"PoW/PoS",2167827.1,25000000
"POKER","PokerCoin","Scrypt",0,"PoS/PoW",0,466666667
"ELP","Ellerium","XEVAN",1,"PoW/PoS",419275.38,60000000
"VLX","Velox","Scrypt",1,"PoS",25570013.1348022,124000000
"ONT","Ontology","VBFT",1,"PoS",650848625,1000000000
"CLO","Callisto Network","Ethash",1,"PoW",247612453,6500000000
"CRU","Curium","X11",1,"PoW",0,22000000
"ELIC","Elicoin","YescryptR16",1,"PoW",0,10000000
"TUBE","BitTube","CryptoNight",1,"PoW",80049082.9057215,1000000000
"DIN","Dinero","NeoScrypt",1,"PoW",0,100000000
"PSD","Poseidon","Scrypt",1,"PoW",4070212.1493016,21000000
"LELE","Lelecoin","Curve25519",1,"PoS",0,1000000000
"AKA","Akroma","Ethash",1,"PoW",0,100000000
"MANNA","Manna","SHA-256",0,"PoW",2360478328.70966,10044655075.5624
"ADK","Aidos Kuneen","IMesh",1,"PoW",25000000,25000000
"SERA","Seraph","PHI1612",0,"PoW/PoS",1360250,32000000
"AET","AfterEther","Ethash",0,"PoW",0,200000000
"CMOS","Cosmo","Quark",0,"PoW",8928876.68577239,11892000
"REDN","Reden","X16S",0,"PoW",0,14000000
"TLP","TulipCoin","Scrypt",1,"PoW/PoS",0,5250000000
"BSX","Bitspace","NIST5",1,"PoW/PoS",13787854.6277781,50000000
"FNO","Fonero","PHI1612",1,"PoW",0,18400000
"XSG","Snowgem","Equihash",1,"PoW",0,84096000
"CVTC","CavatCoin","DPoS",0,"DPoS",0,21000000
"XTL","Stellite","CryptoNight",0,"PoW",0,21000000000
"BRIA","Briacoin","Scrypt",1,"PoW/PoS",845637.81347436,3000000
"IC","Ignition","Scrypt",1,"PoW/PoS",1182153.5,5000000
"MNB","MoneyBag","X11",0,"PoS",0,50000000
"BTL","Bitrolium","Equihash",1,"PoW",71355477,70000000
"BCI","Bitcoin Interest","Equihash",1,"PoW",0,22300000
"MEDIC","MedicCoin","Scrypt",1,"PoS",267297676.3125,500000000
"FLM","FOLM coin","PHI1612",0,"PoW",0,23001916
"ALPS","Alpenschillling","Lyra2Z",1,"PoW",27340501.6514783,300000000
"ZEL","Zelcash","Equihash",1,"PoW/PoS",0,210000000
"BITG","Bitcoin Green","Green Protocol",1,"PoS",9803691.3618195,21000000
"DEV","Deviant Coin","PoS",1,"PoS",21876586.8530324,88000000
"ABJ","Abjcoin","Scrypt",1,"PoW/PoS",9880502.37178894,30000000
"RAP","Rapture","NeoScrypt",0,"PoW",4478901.29233779,21000000
"ANI","Animecoin","Quark",1,"PoW",0,1976000000
"PHC","Profit Hunters Coin","Scrypt",1,"PoW/PoS",0,100000000
"SEM","Semux","Semux BFT consensus",1,"DPoS",1231147,100000000
"BBK","BitBlocks","Scrypt",1,"PoW/PoS",0,500000000
"UWC","Uwezocoin","Scrypt",0,"PoW",0,840000000
"FTO","FuturoCoin","X11",1,"PoW",31801461.1867843,100000000
"CARE","Carebit","Quark",1,"PoW/PoS",139739596.506702,200000000
"NZL","Zealium","PoS",1,"PoS",11075254.0929996,80000000
"XMC","Monero Classic","CryptoNight",1,"PoW",16016864,18400000
"TIPS","FedoraCoin","Scrypt",1,"PoW",0,500000000000
"CHARM","Charm Coin","NeoScrypt",1,"PoW",0,250000000
"PROTON","Proton","X16R",1,"PoS",4403800,45000000
"DERO","Dero","CryptoNight",1,"PoW",0,18400000
"DEAL","iDealCash","Scrypt",1,"PoW/PoS",1404157529.46026,5121951220
"JUMP","Jumpcoin","NIST5",1,"PoW",21069346.2522598,21000000
"INFX","Infinex","Lyra2RE",1,"PoW",5097689.71077377,26280000
"XBI","Bitcoin Incognito","XEVAN",1,"PoS/PoW",10904963.0923455,21000000
"KEC","KEYCO","Tribus",1,"PoW",795447,18000000
"SABR","SABR Coin","Scrypt",1,"PoW/PoS",0,133100000
"HWC","HollyWoodCoin","Scrypt",1,"PoS",38706809.466535,26000000
"GIN","GINcoin","Lyra2Z",1,"PoW",6986399.70430446,10500000
"XMV","MoneroV","CryptoNight",1,"PoW",0,256000000
"PAR","Parlay","Scrypt",0,"PoS",3783270,30000000
"LTCC","Listerclassic Coin","Scrypt",0,"PoW/PoS",8094818.38874615,110000000
"AMX","Amero","NeoScrypt",1,"PoW/PoS",0,15000000
"PLTC","PlatinCoin","CryptoNight",1,"PoW",84300,600000518
"KNG","BetKings","X11",0,"PoS",11359634.6460345,8148139
"COG","Cognitio","SHA-256D",0,"PoW/PoS",658584.46163633,7500000
"BEN","BitCOEN","SHA-256",1,"Limited Confidence Proof-of-Activity ",0,100000000
"LOKI","Loki","CryptoNight Heavy",1,"PoW",19153632,150000000
"NCP","Newton Coin","CryptoNight",1,"PoW",41294520017,184000000000
"STAX","Staxcoin","Scrypt",1,"PoW/PoS",0,43500000
"MRN","Mercoin","Scrypt",0,"PoW/PoS",25330252.323,100000000
"SIC","Swisscoin","Scrypt",1,"PoW/PoS",10200000000,10200000000
"EXCC","ExchangeCoin","Equihash",0,"PoW",0,32000000
"REL","Reliance","X11",0,"PoS",7256580,62000000
"BTCN","BitcoiNote","CryptoNight",1,"PoW",0,21000000
"XT3","Xt3ch","Scrypt",1,"PoS",7630000.0154,44000000
"MGD","MassGrid","Jump Consistent Hash",1,"PoW",135862416.039898,168000000
"VIG","TheVig","SHA-256D",1,"PoW/PoS",33238183.7225834,100000000
"PLURA","PluraCoin","CryptoNight",1,"PoW",560085952.404637,1000000000
"EMAR","EmaratCoin","Scrypt",1,"PoW/PoS",21599339.6728,84000000
"XTNC","XtendCash","Wild Keccak",0,"PoW",0,100000000
"ROE","Rover Coin","X11",1,"PoW/PoS",0,60000000
"LTCP","LitecoinPro","Scrypt",1,"PoW",0,17500000
"DKD","Dekado","X15",1,"PoS",30284196.369129,90000000
"LYNX","Lynx","Scrypt",1,"HPoW",77872059787.8998,92000000000
"POSQ","Poseidon Quark","Quark",1,"PoS",2716264.95302831,650000000
"YCE","MYCE","Scrypt",0,"PoW/PoS",63613903.880998,250000000
"ARO","Arionum","SHA-512",0,"PoW",60045900,545399000
"BWS","BitcoinWSpectrum","SHA-256",1,"PoS",57811001.000889,100262205
"BTCC","Bitcoin Core","SHA-256",1,"PoW",0,21000000
"GOLF","GolfCoin","SHA-256D",0,"PoW/PoS",0,1713134800
"MUSE","Muse","DPoS",1,"PoS",18194936,18081806
"XMN","Motion","X16R",1,"PoW",8125865.02097646,22075700
"PLUS1","PlusOneCoin","HMQ1725",1,"PoW",8645406.16776286,21000000
"AXE","Axe","X11",1,"PoW",4993030.69736615,21000000
"GMCN","GambleCoin","Scrypt",0,"PoS",8240763.49472804,15600000
"TRVC","Trivechain","X16R",1,"PoW/PoS",36923120.6205934,82546564
"DTEM","Dystem","Quark",1,"PoS",7082392.24744494,21000000
"GIC","Giant","Quark",1,"PoW/PoS",5919489.76813523,5151000
"PNY","Peony Coin","Scrypt",1,"PoS",1042012.45227735,16880000000
"SAFE","SafeCoin","Zhash",1,"PoW/PoS",0,36000000
"ABS","Absolute Coin","Lyra2REv2",1,"PoW/PoS",13332617.9413708,52500000
"VITAE","Vitae","Quark",1,"PoS",66053877.6256106,100000000
"BSPM","Bitcoin Supreme","Scrypt",1,"PoS",0,21000000
"XGS","GenesisX","XEVAN",0,"PoS",0,19000000
"BIM","BitminerCoin","CryptoNight",0,"PoW",0,50000000
"HEX","HexCoin","Scrypt",1,"PoW",1416663.06600024,22105263
"DEI","Deimos","Scrypt",0,"PoW",269143950.637501,1000000000
"TPC","TPCash","Scrypt",1,"PoW/PoS",5403802.49590733,1000000000
"OYS","Oyster Platform","X11",0,"PoS",0,25000000
"WEBC","Webchain","CryptoNight-V7",1,"PoW",15580199.3087496,1750000000
"RYO","Ryo","Cryptonight-GPU",1,"PoW",4890897,88188888
"MUSD","MUSDcoin","Scrypt",1,"PoW/PoS",0,100000000
"URALS","Urals Coin","XEVAN",1,"PoW",14746153.0962884,210000000
"QWC","Qwertycoin","CryptoNight Heavy",1,"PoW",99553110528.8022,184470000000
"BITN","Bitcoin Nova","CryptoNight",0,"PoW",484454200,1000000000
"ARE","ARENON","X11",1,"PoS",19269509.94,55000000
"DACASH","DACash","X11",0,"PoW",26709236.7607446,50000000
"EUNO","EUNO","X11",1,"PoW/PoS",30771125.9760867,50000000
"MMO","MMOCoin","Scrypt",1,"PoS",107763867.917675,260000000
"DASC","DasCoin","DPoS",1,"DPoS",0,8589934592
"KETAN","Ketan","PoS",1,"PoS",9327131.59708692,210000000
"NIX","NIX","Lyra2REv2",1,"PoW",0,175000000
"ITA","Italocoin","CryptoNight Heavy",0,"PoW",0,18446744
"XSTC","Safe Trade Coin","Scrypt",1,"PoS",0,840000000
"PPAI","Project Pai","SHA-256",1,"PoW",2100000000,2100000000
"MBLC","Mont Blanc","Scrypt",1,"PoS",0,70000000
"XDNA","XDNA","Keccak",1,"PoW/PoS",4672513.84432375,366000000
"PAXEX","PAXEX","X11",1,"PoS",4504639,100000000
"DIT","Ditcoin","CryptoNight",1,"PoW",0,37000000
"AZART","Azart","X11",1,"PoW",5015881.37315389,25000000
"AOP","Averopay","Tribus",0,"PoW/PoS",1859475.60962,36500000
"XAP","Apollon","Quark",1,"PoW/PoS",0,250000000
"TSC","ThunderStake","Scrypt",1,"PoW/PoS",1059954080.43439,18000000000
"SPLB","SimpleBank","NeoScrypt",0,"PoW/PoS",2381470.97805063,21000000
"HMN","Harvest Masternode Coin","Scrypt",1,"PoW/PoS",0,10000000
"KCASH","Kcash","SHA-512",1,"Zero-Knowledge Proof",1000000000,1000000000
"XCG","Xchange","X16R",1,"PoW",9753753.61515394,100000000
"AAC","Acute Angle Cloud","ECC 256K1",1,"DPOS",1000000000,1000000000
"KST","StarKST","Scrypt",1,"PoW",0,6000000000
"AUK","Aukcecoin","Scrypt",1,"PoW/PoS",0,80000000
"PLAN","Plancoin","Scrypt",1,"PoW/PoS",0,35000000
"TRAID","Traid","NeoScrypt",1,"PoW/PoS",0,252000000
"TCHB","Teachers Blockchain","Scrypt",1,"PoW",0,160000000
"MIODIO","MIODIOCOIN","Scrypt",1,"PoW",0,80000000
"LTPC","Lightpaycoin","Quark",1,"PoS",0,21000000
"HANA","Hanacoin","Lyra2REv2",0,"PoW",0,122500000
"BTV","Bitvote","CryptoNight",1,"PoW/PoS",0,21000000
"CRYP","CrypticCoin","Equihash",1,"PoW",4235111504,7600000000
"BTXC","Bettex coin","XEVAN",1,"PoS",6787405.18013774,50000000
"ZEST","ZestCoin","Quark",1,"PoW",0,29300000
"XCASH","X-CASH","CryptoNight Heavy X",1,"PoW",0,100000000000
"BRAZ","Brazio","HMQ1725",0,"PoW",75579791.7052214,207000000
"ACM","Actinium","Lyra2Z",1,"PoW",13634850,84000000
"LTZ","Litecoinz","Equihash",1,"PoW",0,84000000
"ETHO","ETHER-1","Ethash",1,"PoW",0,13666237
"TWISTR","TWIST","SHA-512",0,"PoS",200000000,200000000
"MBTC","MicroBitcoin","Rainforest",1,"PoW",0,210000000000
"FOREX","FOREXCOIN","Scrypt",1,"PoW",0,1000000000
"BSV","Bitcoin SV","SHA-256",1,"PoW",17992514.6469233,21000000
"DACH","DACH Coin","Quark",0,"PoS",14303114.6740944,38000000
"AGM","Argoneum","PHI1612",0,"PoW",13969583.3757376,64000000
"ARMS","2Acoin","CryptoNight-V7",0,"PoW",0,17910000
"BITM","BitMoney","XEVAN",1,"Pos",208515864.367343,70000000000
"B2G","Bitcoiin2Gen","Ethash",1,"PoW",0,100000000
"AUX","Auxilium","Keccak",0,"PoA",0,300000000
"JMC","Junson Ming Chan Coin","X11",1,"PoS",17209923728.3266,0
"FRED","FREDEnergy","CryptoNight",1,"PoW",1867054873.28397,8080000000
"ZND","Zenad","Quark",1,"POS / MN",0,46000000
"NGIN","Ngin","M00N",0,"PoW",0,360000000
"GENX","Genesis Network","Equihash",1,"PoW",0,4100000000
"VTL","Vertical","Lyra2Z",1,"PoW",0,35000000
"C25","C25 Coin","SkunkHash",1,"PoW",0,6100000
"HERB","HerbCoin","Quark",1,"PoW/PoS",35312185.7437239,54000000
"AQUA","Aquachain","Argon2",1,"PoW",0,42000000
"BBTC","BlakeBitcoin","Blake",0,"PoW",20595483.8480416,21000000
"UMO","Universal Molecule","Blake",1,"PoW",1578281.31341127,105120001.44
"LIT","Lithium","Blake",1,"PoW",15846721.2482747,25228800
"ELT","Electron","Blake",0,"PoW",24156921.9868023,7000000000
"XNB","Xeonbit","CryptoNight",1,"PoW",0,18400000
"RBTC","Smart Bitcoin","SHA-256",1,"PoW",0,20999764
"PIRATE","PirateCash","Equihash",1,"PoS",13475920,105000000
"EXO","Exosis","Exosis",1,"PoW",406091.925,21000000
"BLTG","Block-Logic","Scrypt",1,"PoW",35284717.173946,120000000
"MIMI","MIMI Money","CryptoNight",0,"PoW",0,21000000
"OWC","Oduwa","Scrypt",1,"PoW/PoS",14777549.3940764,21000000
"BEAM","Beam","Equihash",1,"PoW",35687520,262800000
"GALI","Galilel","Quark",1,"PoW/PoS",18265011.2486006,19035999
"ZEX","Zaddex","Equihash",0,"PoW",0,210000000
"BTH","Bithereum","Equihash",1,"PoW",25150787.5,30886000
"ARQ","ArQmA","CryptoNight-lite",1,"PoW",0,50000000
"VEO","Amoveo","SHA-256",1,"PoW",0,0
"CSPN","Crypto Sports","Quark",1,"PoS",1934701.67524713,13370000
"CREDIT","Credit","Scrypt",1,"PoW/PoS",30825710000.0296,74800000000
"SCRIBE","Scribe Network","Lyra2REv2",0,"PoW",6040583.72997153,32700000
"LYTX","LYTIX","QuarkTX",1,"PoW/PoS",0,100000000
"SCA","SiaClassic","Blake2b",0,"PoW",0,5000000000
"LUNES","Lunes","Leased POS",1,"LPoS",0,150728537.61
"SLC","SLICE","QuBit",1,"PoW",12925790.4226959,100000000
"DASHP","Dash Platinum","X11",1,"PoS",715659.44237941,19700000
"NSD","Nasdacoin","Scrypt",1,"PoW/PoS",20546528.2059957,84000000
"VDL","Vidulum","Equihash1927",1,"PoW",0,100000000
"BEET","Beetle Coin","XEVAN",1,"PoW/PoS",198938144.363399,500000000
"TTN","Titan Coin","SHA-256D",1,"PoW/PoS",896361168,5000000000
"AWR","Award","X11",1,"PoW/PoS",15420234.5389336,420000000
"BST","BlockStamp","SHA-256",1,"PoW",0,105000000
"BLAST","BLAST","SHA-256",1,"PoW",52293836.6277958,64000000
"ESBC","ESBC","Quark",1,"PoS",0,30000000
"VBK","VeriBlock","SHA-256",1,"PoW",0,2100000000
"XRC","Bitcoin Rhodium","X13",1,"PoW",1170292.5,2100000
"GLT","GlobalToken","SHA-256",1,"PoW",84613099.9999955,168000000
"INSN","Insane Coin","X11",1,"PoW/PoS",23775960.3207514,30000000
"WRT","WRTcoin","X11",1,"PoW",0,25000000000
"ALX","ALAX","DPoS",1,"DPoS",1000000000,1000000000
"TFC","The Freedom Coin","X11",1,"PoS",0,25000000
"MPT","Media Protocol Token","Ethash",0,"PoW",10000000000,10000000000
"AMBER","AmberCoin","X11",1,"PoW/PoS",0,1000000000
"LDOGE","LiteDoge","Scrypt",1,"PoW/PoS",15318887081.0146,35000000000
"BBR","Boolberry","X11",1,"PoW",0,18450000
"SLR","SolarCoin","Scrypt",1,"PoW",55565076.3863525,98100000000
"TRK","TruckCoin","X11",1,"PoW/PoS",242574105.22384,0
"UFO","UFO Coin","NeoScrypt",1,"PoW",3824685012,4000000000
"ASN","Ascension Coin","QuBit",1,"PoW/PoS",0,0
"OC","OrangeCoin","Scrypt",1,"PoW/PoS",3537150,200000000
"GSM","GSM Coin","X11",1,"PoW/PoS",0,1800000
"BLC","BlakeCoin","Blake",1,"PoW",23356790.1494191,7000000000
"BITS","BitstarCoin","Scrypt",1,"PoW/PoS",20576532,54256119
"NEOS","NeosCoin","SHA-256",1,"PoS",4392258.24647793,21000000
"HYPER","HyperCoin","Scrypt",1,"PoW/PoS",9631199.99309942,0
"PINK","PinkCoin","X11",1,"PoW/PoS",436353624.490312,500000000
"FCN","FantomCoin ","CryptoNight",1,"PoW",0,18400000
"XWT","World Trade Funds","X15",1,"PoW/PoS",0,1000000
"CESC","Crypto Escudo","Scrypt",1,"PoW",780210700,1000000000
"TWLV","Twelve Coin","T-Inside",1,"PoW/PoS",0,0
"ADC","AudioCoin","Scrypt",1,"PoW/PoS",980732528.97974,10500000000
"LOG","Wood Coin","Skein",1,"PoW",0,27625814
"XCE","Cerium","SHA-256",1,"PoW/PoS",0,2307925
"NKA","IncaKoin","SHA-256",1,"PoW/PoS",17939725045.334,190000000
"PIGGY","Piggy Coin","X11",1,"PoW/PoS",494240666.028571,1000000000
"CRW","Crown Coin","SHA-256",1,"PoW",22986929.0854247,42000000
"GEN","Genstake","Scrypt",1,"PoW/PoS",60000000,15000000
"LTS","Litestar Coin","X11",1,"PoW/PoS",0,120000000
"QCN","Quazar Coin","CryptoNight",1,"PoW",0,18446744
"SMLY","SmileyCoin","Scrypt",1,"PoW",29583989322.9213,50000000000
"BTQ","BitQuark","Multiple",1,"PoW",0,0
"PKB","ParkByte","SHA-256",1,"PoW/PoS",0,25000000
"HNC","Hellenic Coin","Scrypt",1,"PoW",0,100000000
"MI","XiaoMiCoin","Scrypt",1,"PoW/PoS",404316475.545465,400000000
"GRS","Groestlcoin","Groestl",1,"PoW",73298203.8873662,105000000
"CPC","CapriCoin","X11",1,"PoW/PoS",201364327.427503,208000000
"CLUB"," ClubCoin","Scrypt",1,"PoW/PoS",103621876.167052,160000000
"RADS","Radium","PoS",1,"PoS",3821245.74150193,9000000
"BTA","Bata","Scrypt",1,"PoW",5052555.91981545,5000000
"PAK","Pakcoin","Scrypt",1,"PoW",69684455.4387001,182000000
"CRB","Creditbit ","X11",1,"Proof of Trust",16901016.6609755,16504333
"OK","OKCash","SHA-256",1,"PoW/PoS",74676064.9488608,105000000
"LSK","Lisk","DPoS",1,"DPoS",120012140,159918400
"XHI","HiCoin","Scrypt",1,"PoS",10000244677.7002,10008835635
"XWC","WhiteCoin","Scrypt",1,"PoW/PoS",252005564.19257,300000000
"DOT","Dotcoin","Scrypt",1,"PoW",0,890000000
"FSC","FriendshipCoin","NeoScrypt",1,"PoW/PoS",1120385.00502,60168145
"THC","The Hempcoin","Scrypt",1,"PoW/PoS",0,300000000
"FIII","Fiii","SHA3-256",1,"DPoC",5917977.96773,5000000000
"J","JoinCoin","Multiple",1,"PoW",3332922.5,2800000
"TRI","Triangles Coin","X13",1,"PoW/PoS",140777.753365,120000
"RAIZER","RAIZER","SHA-256",0,"PoW",0,1000000000
"VOLLAR","Vollar","Equihash+Scrypt",1,"PoW",100000000,2100000000
"VNTY","VENOTY","Scrypt",0,"PoW",0,94000000
"AX","AlphaX","Scrypt",1,"PoS",0,200000000000
"SWI","Swinca","Quark",0,"PoW/PoS",0,400000000
"TCR","TecraCoin","Lyra2Z",0,"PoW",40874452.4756771,210000000
"HCXP","HCX PAY","CryptoNight",0,"PoW",0,2000000000
"GEX","Gexan","PHI2",0,"PoW/PoS",2233828.12953048,21000000
"EOS","EOS","DPoS",1,"DPoS",1020544523.0722,0
"AHT","Ahoolee","Ethash",1,"PoW",0,100000000
"RCC","Reality Clash","Ethash",1,"PoW",24487944.0958204,24487944
"OXY","Oxycoin","DPoS",1,"DPoS",1122382283.37,0
"Z2","Z2 Coin","SHA-256",0,"PoW",0,11000000
"KAPU","Kapu","DPoS",1,"DPoS",0,115000000
"GRFT","Graft Blockchain","CryptoNight",1,"PoW/PoS",0,1844674400
